DocumentName	Sentences	Label
arxiv_annotate10_7_2.txt	Assume that the outcome space is finite, and the model class is continuously parameterized	MISC
arxiv_annotate10_7_2.txt	Then for Bayes mixture prediction, the cumulative expected square loss is usually small but unbounded, growing with  SYMBOL , where  SYMBOL  is the sample size  CITATION	MISC
arxiv_annotate10_7_2.txt	This corresponds to an  instantaneous  loss bound of  SYMBOL	MISC
arxiv_annotate10_7_2.txt	For the MDL predictor, the losses behave similarly  CITATION  under appropriate conditions, in particular with a specific prior	MISC
arxiv_annotate10_7_2.txt	Note that in order to do MDL for continuous model classes, one needs to  discretize  the parameter space, see also  CITATION	MISC
arxiv_annotate10_7_2.txt	"On the other hand, if the model class is discrete, then Solomonoff's theorem  CITATION  bounds the cumulative expected square loss for the Bayes mixture predictions finitely, namely by  SYMBOL , where  SYMBOL  is the prior weight of the ``true"" model  SYMBOL"	MISC
arxiv_annotate10_7_2.txt	The only necessary assumption is that the true distribution  SYMBOL  is contained in the model class, ie that we are dealing with  proper learning	MISC
arxiv_annotate10_7_2.txt	It has been demonstrated  CITATION , that for both Bayes mixture and MDL, the proper learning assumption can be essential: If it is violated, then learning may fail very badly	MISC
arxiv_annotate10_7_2.txt	For MDL predictions in the proper learning case, it has been shown  CITATION  that a bound of  SYMBOL  holds	MISC
arxiv_annotate10_7_2.txt	This bound is exponentially larger than the Solomonoff bound, and it is sharp in general	MISC
arxiv_annotate10_7_2.txt	A finite bound on the total expected square loss is particularly interesting:   It implies convergence of the predictive to the true probabilities with probability one	MISC
arxiv_annotate10_7_2.txt	In contrast, an instantaneous loss bound of  SYMBOL  implies only convergence in probability	MISC
arxiv_annotate10_7_2.txt	Additionally, it gives a  convergence speed , in the sense that errors of a certain magnitude cannot occur too often	MISC
arxiv_annotate10_7_2.txt	So for both, Bayes mixtures and MDL, convergence with probability one holds, while the convergence speed is exponentially worse for MDL compared to the Bayes mixture	MISC
arxiv_annotate10_7_2.txt	"We avoid the term ``convergence rate"" here, since the order of convergence is identical in both cases"	MISC
arxiv_annotate10_7_2.txt	It is eg  SYMBOL  if we additionally assume that the error is monotonically decreasing, which is not necessarily true in general)	MISC
arxiv_annotate10_7_2.txt	It is therefore natural to ask if there are model classes where the cumulative loss of MDL is comparable to that of Bayes mixture predictions	MISC
arxiv_annotate10_7_2.txt	In the present work, we concentrate on the simplest possible stochastic case, namely discrete Bernoulli classes	AIMX
arxiv_annotate10_7_2.txt	"Note that then the MDL ``predictor"" just becomes an estimator, in that it estimates the true parameter and directly uses that for prediction"	OWNX
arxiv_annotate10_7_2.txt	Nevertheless, for consistency of terminology, we keep the term predictor	OWNX
arxiv_annotate10_7_2.txt	It might be surprising to discover that in general the cumulative loss is still exponential	OWNX
arxiv_annotate10_7_2.txt	On the other hand, we will give mild conditions on the prior guaranteeing a small bound	OWNX
arxiv_annotate10_7_2.txt	Moreover, it is well-known that the instantaneous square loss of the Maximum Likelihood estimator decays as  SYMBOL  in the Bernoulli case	MISC
arxiv_annotate10_7_2.txt	The same holds for MDL, as we will see	MISC
arxiv_annotate10_7_2.txt	If convergence speed is measured in terms of instantaneous losses, then much more general statements are possible  CITATION , this is briefly discussed in Section  	MISC
arxiv_annotate10_7_2.txt	A particular motivation to consider discrete model classes arises in Algorithmic Information Theory	MISC
arxiv_annotate10_7_2.txt	From a computational point of view, the largest relevant model class is the class of all computable models on some fixed universal Turing machine, precisely prefix machine  CITATION	MISC
arxiv_annotate10_7_2.txt	Thus each model corresponds to a program, and there are countably many programs	MISC
arxiv_annotate10_7_2.txt	Moreover, the models are stochastic, precisely they are  semimeasures  on strings (programs need not halt, otherwise the models were even measures)	MISC
arxiv_annotate10_7_2.txt	Each model has a natural description length, namely the length of the corresponding program	MISC
arxiv_annotate10_7_2.txt	If we agree that programs are binary strings, then a prior is defined by two to the negative description length	MISC
arxiv_annotate10_7_2.txt	By the Kraft inequality, the priors sum up to at most one	MISC
arxiv_annotate10_7_2.txt	Also the Bernoulli case can be studied in the view of Algorithmic Information Theory	MISC
arxiv_annotate10_7_2.txt	We call this the  universal setup : Given a universal Turing machine, the related class of Bernoulli distributions is isomorphic to the countable set of computable reals in  SYMBOL	MISC
arxiv_annotate10_7_2.txt	The description length  SYMBOL  of a parameter  SYMBOL  is then given by the length of its shortest program	MISC
arxiv_annotate10_7_2.txt	A prior weight may then be defined by  SYMBOL	MISC
arxiv_annotate10_7_2.txt	If a string  SYMBOL  is generated by a Bernoulli distribution with computable parameter  SYMBOL , then with high probability the two-part complexity of  SYMBOL  with respect to the Bernoulli class does not exceed its algorithmic complexity by more than a constant, as shown by Vovk  CITATION	MISC
arxiv_annotate10_7_2.txt	That is, the two-part complexity with respect to the Bernoulli class  is  the shortest description, save for an additive constant	MISC
arxiv_annotate10_7_2.txt	Many Machine Learning tasks are or can be reduced to sequence prediction tasks	MISC
arxiv_annotate10_7_2.txt	An important example is classification	MISC
arxiv_annotate10_7_2.txt	The task of classifying a new instance  SYMBOL  after having seen (instance,class) pairs  SYMBOL  can be phrased as to predict the continuation of the sequence  SYMBOL	MISC
arxiv_annotate10_7_2.txt	Typically the (instance,class) pairs are iid	MISC
arxiv_annotate10_7_2.txt	Cumulative loss bounds for prediction usually generalize to prediction  conditionalized  to some inputs  CITATION	MISC
arxiv_annotate10_7_2.txt	Then we can solve classification problems in the standard form	MISC
arxiv_annotate10_7_2.txt	It is not obvious if and how the proofs in this paper can be conditionalized	OWNX
arxiv_annotate10_7_2.txt	Our main tool for obtaining results is the Kullback-Leibler divergence	OWNX
arxiv_annotate10_7_2.txt	Lemmata for this quantity are stated in Section	OWNX
arxiv_annotate10_7_2.txt	Section  shows that the exponential error bound obtained in  CITATION  is sharp in general	OWNX
arxiv_annotate10_7_2.txt	In Section , we give an upper bound on the instantaneous and the cumulative losses	OWNX
arxiv_annotate10_7_2.txt	The latter bound is small eg under certain conditions on the distribution of the weights, this is the subject of Section	OWNX
arxiv_annotate10_7_2.txt	Section  treats the universal setup	OWNX
arxiv_annotate10_7_2.txt	Finally, in Section  we discuss the results and give conclusion	OWNX
arxiv_annotate10_7_3.txt	The Minimum Description Length principle for online sequence estimation/prediction in a proper learning setup is studied	OWNX
arxiv_annotate10_7_3.txt	If the underlying model class is discrete, then the total expected square loss is a particularly interesting performance measure: (a) this quantity is finitely bounded, implying convergence with probability one, and (b) it additionally specifies the convergence speed	MISC
arxiv_annotate10_7_3.txt	For MDL, in general one can only have loss bounds which are finite but exponentially larger than those for Bayes mixtures	MISC
arxiv_annotate10_7_3.txt	We show that this is even the case if the model class contains only Bernoulli distributions	AIMX
arxiv_annotate10_7_3.txt	We derive a new upper bound on the prediction error for countable Bernoulli classes	OWNX
arxiv_annotate10_7_3.txt	This implies a small bound (comparable to the one for Bayes mixtures) for certain important model classes	OWNX
arxiv_annotate10_7_3.txt	We discuss the application to Machine Learning tasks such as classification and hypothesis testing, and generalization to countable classes of iid models	OWNX
arxiv_annotate10_7_3.txt	"``Bayes mixture"", ``Solomonoff induction"", ``marginalization"", all these terms refer to a central induction principle: Obtain a predictive distribution by integrating the product of prior and evidence over the model class"	MISC
arxiv_annotate10_7_3.txt	In many cases however, the Bayes mixture is computationally infeasible, and even a sophisticated approximation is expensive	MISC
arxiv_annotate10_7_3.txt	The MDL or MAP (maximum a posteriori) estimator is both a common approximation for the Bayes mixture and interesting for its own sake: Use the model with the largest product of prior and evidence	MISC
arxiv_annotate10_7_3.txt	In practice, the MDL estimator is usually being approximated too, since only a local maximum is determined	MISC
arxiv_annotate10_7_3.txt	How good are the predictions by Bayes mixtures and MDL	MISC
arxiv_annotate10_7_3.txt	This question has attracted much attention	MISC
arxiv_annotate10_7_3.txt	In many cases, an important quality measure is the  total  or cumulative  expected loss  of a predictor	MISC
arxiv_annotate10_7_3.txt	In particular the square loss is often considered	MISC
arxiv_annotate10_7_3.txt	Assume that the outcome space is finite, and the model class is continuously parameterized	MISC
arxiv_annotate10_7_3.txt	Then for Bayes mixture prediction, the cumulative expected square loss is usually small but unbounded, growing with  SYMBOL , where  SYMBOL  is the sample size  CITATION	MISC
arxiv_annotate10_7_3.txt	This corresponds to an  instantaneous  loss bound of  SYMBOL	MISC
arxiv_annotate10_7_3.txt	For the MDL predictor, the losses behave similarly  CITATION  under appropriate conditions, in particular with a specific prior	MISC
arxiv_annotate10_7_3.txt	Note that in order to do MDL for continuous model classes, one needs to  discretize  the parameter space, see also  CITATION	MISC
arxiv_annotate10_7_3.txt	"On the other hand, if the model class is discrete, then Solomonoff's theorem  CITATION  bounds the cumulative expected square loss for the Bayes mixture predictions finitely, namely by  SYMBOL , where  SYMBOL  is the prior weight of the ``true"" model  SYMBOL"	MISC
arxiv_annotate10_7_3.txt	The only necessary assumption is that the true distribution  SYMBOL  is contained in the model class, ie that we are dealing with  proper learning	MISC
arxiv_annotate10_7_3.txt	It has been demonstrated  CITATION , that for both Bayes mixture and MDL, the proper learning assumption can be essential: If it is violated, then learning may fail very badly	MISC
arxiv_annotate10_7_3.txt	For MDL predictions in the proper learning case, it has been shown  CITATION  that a bound of  SYMBOL  holds	MISC
arxiv_annotate10_7_3.txt	This bound is exponentially larger than the Solomonoff bound, and it is sharp in general	MISC
arxiv_annotate10_7_3.txt	A finite bound on the total expected square loss is particularly interesting:   It implies convergence of the predictive to the true probabilities with probability one	MISC
arxiv_annotate10_7_3.txt	In contrast, an instantaneous loss bound of  SYMBOL  implies only convergence in probability	MISC
arxiv_annotate10_7_3.txt	Additionally, it gives a  convergence speed , in the sense that errors of a certain magnitude cannot occur too often	MISC
arxiv_annotate10_7_3.txt	So for both, Bayes mixtures and MDL, convergence with probability one holds, while the convergence speed is exponentially worse for MDL compared to the Bayes mixture	MISC
arxiv_annotate10_7_3.txt	"We avoid the term ``convergence rate"" here, since the order of convergence is identical in both cases"	MISC
arxiv_annotate10_7_3.txt	It is eg  SYMBOL  if we additionally assume that the error is monotonically decreasing, which is not necessarily true in general	MISC
arxiv_annotate10_7_3.txt	It is therefore natural to ask if there are model classes where the cumulative loss of MDL is comparable to that of Bayes mixture predictions	MISC
arxiv_annotate10_7_3.txt	In the present work, we concentrate on the simplest possible stochastic case, namely discrete Bernoulli classes	AIMX
arxiv_annotate10_7_3.txt	"Note that then the MDL ``predictor"" just becomes an estimator, in that it estimates the true parameter and directly uses that for prediction"	OWNX
arxiv_annotate10_7_3.txt	Nevertheless, for consistency of terminology, we keep the term predictor	OWNX
arxiv_annotate10_7_3.txt	It might be surprising to discover that in general the cumulative loss is still exponential	OWNX
arxiv_annotate10_7_3.txt	On the other hand, we will give mild conditions on the prior guaranteeing a small bound	OWNX
arxiv_annotate10_7_3.txt	Moreover, it is well-known that the instantaneous square loss of the Maximum Likelihood estimator decays as  SYMBOL  in the Bernoulli case	MISC
arxiv_annotate10_7_3.txt	The same holds for MDL, as we will see	OWNX
arxiv_annotate10_7_3.txt	If convergence speed is measured in terms of instantaneous losses, then much more general statements are possible  CITATION , this is briefly discussed in Section	OWNX
arxiv_annotate10_7_3.txt	A particular motivation to consider discrete model classes arises in Algorithmic Information Theory	MISC
arxiv_annotate10_7_3.txt	From a computational point of view, the largest relevant model class is the class of all computable models on some fixed universal Turing machine, precisely prefix machine  CITATION	MISC
arxiv_annotate10_7_3.txt	Thus each model corresponds to a program, and there are countably many programs	MISC
arxiv_annotate10_7_3.txt	Moreover, the models are stochastic, precisely they are  semimeasures  on strings (programs need not halt, otherwise the models were even measures)	MISC
arxiv_annotate10_7_3.txt	Each model has a natural description length, namely the length of the corresponding program	MISC
arxiv_annotate10_7_3.txt	If we agree that programs are binary strings, then a prior is defined by two to the negative description length	MISC
arxiv_annotate10_7_3.txt	By the Kraft inequality, the priors sum up to at most one	MISC
arxiv_annotate10_7_3.txt	Also the Bernoulli case can be studied in the view of Algorithmic Information Theory	MISC
arxiv_annotate10_7_3.txt	We call this the  universal setup : Given a universal Turing machine, the related class of Bernoulli distributions is isomorphic to the countable set of computable reals in  SYMBOL	MISC
arxiv_annotate10_7_3.txt	The description length  SYMBOL  of a parameter  SYMBOL  is then given by the length of its shortest program	MISC
arxiv_annotate10_7_3.txt	A prior weight may then be defined by  SYMBOL	MISC
arxiv_annotate10_7_3.txt	If a string  SYMBOL  is generated by a Bernoulli distribution with computable parameter  SYMBOL , then with high probability the two-part complexity of  SYMBOL  with respect to the Bernoulli class does not exceed its algorithmic complexity by more than a constant, as shown by Vovk  CITATION	MISC
arxiv_annotate10_7_3.txt	That is, the two-part complexity with respect to the Bernoulli class  is  the shortest description, save for an additive constant	MISC
arxiv_annotate10_7_3.txt	Many Machine Learning tasks are or can be reduced to sequence prediction tasks	MISC
arxiv_annotate10_7_3.txt	An important example is classification	MISC
arxiv_annotate10_7_3.txt	The task of classifying a new instance  SYMBOL  after having seen (instance,class) pairs  SYMBOL  can be phrased as to predict the continuation of the sequence  SYMBOL	MISC
arxiv_annotate10_7_3.txt	Typically the (instance,class) pairs are iid	MISC
arxiv_annotate10_7_3.txt	Cumulative loss bounds for prediction usually generalize to prediction  conditionalized  to some inputs  CITATION	MISC
arxiv_annotate10_7_3.txt	Then we can solve classification problems in the standard form	OWNX
arxiv_annotate10_7_3.txt	It is not obvious if and how the proofs in this paper can be conditionalized	OWNX
arxiv_annotate10_7_3.txt	Our main tool for obtaining results is the Kullback-Leibler divergence	OWNX
arxiv_annotate10_7_3.txt	Lemmata for this quantity are stated in Section	OWNX
arxiv_annotate10_7_3.txt	Section  shows that the exponential error bound obtained in  CITATION  is sharp in general	OWNX
arxiv_annotate10_7_3.txt	In Section , we give an upper bound on the instantaneous and the cumulative losses	OWNX
arxiv_annotate10_7_3.txt	The latter bound is small eg under certain conditions on the distribution of the weights, this is the subject of Section	OWNX
arxiv_annotate10_7_3.txt	Section  treats the universal setup	OWNX
arxiv_annotate10_7_3.txt	Finally, in Section  we discuss the results and give conclusion	OWNX
arxiv_annotate1_13_1.txt	although the internet as level topology has been extensively studied over the past few years  little is known about the details of the as taxonomy	MISC
arxiv_annotate1_13_1.txt	an as  node  can represent a wide variety of organizations  e g   large isp  or small private business  university  with vastly different network characteristics  external connectivity patterns  network growth tendencies  and other properties that we can hardly neglect while working on veracious internet representations in simulation environments	MISC
arxiv_annotate1_13_1.txt	in this paper  we introduce a radically new approach based on machine learning techniques to map all the ases in the internet into a natural as taxonomy	AIMX
arxiv_annotate1_13_1.txt	we successfully classify  NUMBER   NUMBER  percent  of ases with expected accuracy of  NUMBER   NUMBER  percent 	OWNX
arxiv_annotate1_13_1.txt	we release to the community the as level topology dataset augmented with   NUMBER   the as taxonomy information and  NUMBER   the set of as attributes we used to classify ases	OWNX
arxiv_annotate1_13_1.txt	we believe that this dataset will serve as an invaluable addition to further understanding of the structure and evolution of the internet	OWNX
arxiv_annotate1_13_1.txt	the rapid expansion of the internet in the last two decades has produced a large scale system of thousands of diverse  independently managed networks that collectively provide global connectivity across a wide spectrum of geopolitical environments	MISC
arxiv_annotate1_13_1.txt	from  NUMBER  to  NUMBER  the number of globally routable as identifiers has increased from less than  NUMBER   NUMBER  to more than  NUMBER   NUMBER   exerting significant pressure on interdomain routing as well as other functional and structural parts of the internet	MISC
arxiv_annotate1_13_1.txt	this impressive growth has resulted in a heterogenous and highly complex system that challenges accurate and realistic modeling of the internet infrastructure	MISC
arxiv_annotate1_13_1.txt	in particular  the as level topology is an intermix of networks owned and operated by many different organizations  e g   backbone providers  regional providers  access providers  universities and private companies	MISC
arxiv_annotate1_13_1.txt	statistical information that faithfully characterizes different as types is on the critical path toward understanding the structure of the internet  as well as for modeling its topology and growth	MISC
arxiv_annotate1_13_1.txt	in topology modeling  knowledge of as types is mandatory for augmenting synthetically constructed or measured as topologies with realistic intra as and inter as router level topologies	MISC
arxiv_annotate1_13_1.txt	for example  we expect the network of a dual homed university to be drastically different from that of a dual homed small company	MISC
arxiv_annotate1_13_1.txt	the university will likely contain dozens of internal routers  thousands of hosts  and many other network elements  switches  servers  firewalls 	MISC
arxiv_annotate1_13_1.txt	on the other hand  the small company will most probably have a single router and a simple network topology	MISC
arxiv_annotate1_13_1.txt	since there is such a diversity among different network types  we cannot accurately augment the as level topology with appropriate router level topologies if we cannot  characterize the composing ases	MISC
arxiv_annotate1_13_1.txt	moreover  annotating the ases in the as topology with their types is a prerequisite for modeling the evolution of the internet  since different types of ases exhibit different growth patterns	MISC
arxiv_annotate1_13_1.txt	for example  internet service providers  isp  grow by attracting new customers and by engaging in business agreements with other isps	MISC
arxiv_annotate1_13_1.txt	on the other hand  small companies that connect to the internet through one or few isps do not grow significantly over time	MISC
arxiv_annotate1_13_1.txt	thus  categorizing different types of ases in the internet is necessary to identify network evolution patterns and develop accurate evolution models	MISC
arxiv_annotate1_13_1.txt	an as taxonomy is also necessary for mapping ip addresses to different types of users	MISC
arxiv_annotate1_13_1.txt	for example  in traffic analysis studies its often required to distinguish between packets that come from home and business users	MISC
arxiv_annotate1_13_1.txt	given an as taxonomy  its possible to realize this goal by checking the type of as that originates the prefix in which an ip address lies	MISC
arxiv_annotate1_13_1.txt	in this work  we introduce a radically new approach based on machine learning to construct a representative as taxonomy	AIMX
arxiv_annotate1_13_1.txt	we develop an algorithm to classify ases based on empirically observed differences between as characteristics	OWNX
arxiv_annotate1_13_1.txt	we use a large set of data from the internet routing registries  irr   CITATION  and from routeviews  CITATION  to identify intrinsic differences between ases of different types	OWNX
arxiv_annotate1_13_1.txt	then  we employ a novel machine learning technique to build a classification algorithm that exploits these differences to classify ases into six representative classes that reflect ases with different network properties and infrastructures	AIMX
arxiv_annotate1_13_1.txt	we derive macroscopic statistics on the different types of ases in the internet and validate our results using a sample of  NUMBER  manually identified as types	OWNX
arxiv_annotate1_13_1.txt	our validation demonstrates that our classification algorithm achieves high accuracy   NUMBER   NUMBER  percent  of the examined classifications were correct	OWNX
arxiv_annotate1_13_1.txt	finally  we make our results and our classifier publicly available to promote further research and understanding of the internet s structure and evolution	OWNX
arxiv_annotate1_13_1.txt	in section  we start with a brief discussion of related work	OWNX
arxiv_annotate1_13_1.txt	section  describes the data we used  and in section  we specify the set of as classes we use in our experiments	OWNX
arxiv_annotate1_13_1.txt	section  introduces our classification approach and results	OWNX
